           3
  8.6540495E-05  8.6184489E-05  8.5475498E-05  8.4413492E-05  8.3006002E-05
  8.1257480E-05  7.9174504E-05  7.6765478E-05  7.4042524E-05  7.1014503E-05
  6.7695000E-05  6.4096523E-05  6.0235969E-05  5.6127014E-05  5.1786483E-05
  4.7235491E-05  4.2488984E-05  3.7567501E-05  3.2492502E-05  2.7283502E-05
  2.1962522E-05  1.6551989E-05  1.1072008E-05  5.5470305E-06  0.0000000E+00
 -5.5470323E-06 -1.1072008E-05 -1.6551985E-05 -2.1962524E-05 -2.7283504E-05
 -3.2492502E-05 -3.7567501E-05 -4.2488980E-05 -4.7235491E-05 -5.1786490E-05
 -5.6127014E-05 -6.0235976E-05 -6.4096523E-05 -6.7695008E-05 -7.1014503E-05
 -7.4042531E-05 -7.6765478E-05 -7.9174504E-05 -8.1257480E-05 -8.3005994E-05
 -8.4413492E-05 -8.5475505E-05 -8.6184489E-05 -8.6540502E-05  8.3147497E-05
  8.2805498E-05  8.2123996E-05  8.1104496E-05  7.9751502E-05  7.8070996E-05
  7.6070501E-05  7.3755997E-05  7.1139497E-05  6.8230031E-05  6.5040964E-05
  6.1583516E-05  5.7874502E-05  5.3925996E-05  4.9756469E-05  4.5383535E-05
  4.0822481E-05  3.6095007E-05  3.1218493E-05  2.6213975E-05  2.1101536E-05
  1.5902482E-05  1.0638535E-05  5.3294739E-06  0.0000000E+00 -5.3294743E-06
 -1.0638536E-05 -1.5902482E-05 -2.1101536E-05 -2.6213975E-05 -3.1218493E-05
 -3.6095007E-05 -4.0822481E-05 -4.5383535E-05 -4.9756472E-05 -5.3925996E-05
 -5.7874502E-05 -6.1583516E-05 -6.5040964E-05 -6.8230031E-05 -7.1139497E-05
 -7.3755997E-05 -7.6070501E-05 -7.8070996E-05 -7.9751502E-05 -8.1104496E-05
 -8.2123996E-05 -8.2805505E-05 -8.3147504E-05  7.9090001E-05  7.8765501E-05
  7.8115998E-05  7.7146993E-05  7.5860502E-05  7.4260992E-05  7.2358991E-05
  7.0157017E-05  6.7667992E-05  6.4901003E-05  6.1866973E-05  5.8578516E-05
  5.5050510E-05  5.1294490E-05  4.7328987E-05  4.3168518E-05  3.8830491E-05
  3.4333993E-05  2.9694998E-05  2.4934525E-05  2.0071977E-05  1.5126507E-05
  1.0119527E-05  5.0694484E-06  0.0000000E+00 -5.0694516E-06 -1.0119527E-05
 -1.5126504E-05 -2.0071973E-05 -2.4934523E-05 -2.9694995E-05 -3.4333985E-05
 -3.8830491E-05 -4.3168518E-05 -4.7328987E-05 -5.1294490E-05 -5.5050510E-05
 -5.8578513E-05 -6.1866966E-05 -6.4901011E-05 -6.7667992E-05 -7.0157017E-05
 -7.2358991E-05 -7.4260999E-05 -7.5860502E-05 -7.7147008E-05 -7.8116005E-05
 -7.8765494E-05 -7.9090001E-05  7.4258489E-05  7.3953495E-05  7.3344003E-05
  7.2433490E-05  7.1226503E-05  6.9724490E-05  6.7938490E-05  6.5871005E-05
  6.3534491E-05  6.0936007E-05  5.8086993E-05  5.5000521E-05  5.1686988E-05
  4.8160997E-05  4.4438020E-05  4.0530973E-05  3.6458485E-05  3.2236017E-05
  2.7881486E-05  2.3411025E-05  1.8845982E-05  1.4202521E-05  9.5009782E-06
